"customer_key","customer_name","gender","customer_country","customer_continent","order_count","units_purchased","revenue_usd","profit_usd","avg_line_revenue_usd","first_order_date","last_order_date","customer_lifespan_days"
"562080","Sabrina Schreiner","Female","Germany","Europe","1","4","599.96","401.20","599.96","2017-02-24","2017-02-24","0"
"562147","Kristin Bach","Female","Germany","Europe","4","34","10400.16","6744.62","1040.02","2019-06-04","2020-12-19","564"
"562181","Uwe Baum","Male","Germany","Europe","2","15","1983.69","1042.69","495.92","2018-08-29","2018-12-21","114"
"562418","Petra Baader","Female","Germany","Europe","1","6","817.95","542.07","408.98","2021-02-13","2021-02-13","0"
"563205","Ralph Frei","Male","Germany","Europe","2","9","1068.00","652.97","534.00","2019-02-21","2019-05-14","82"
"563344","Maria Baum","Female","Germany","Europe","2","22","6483.33","3984.38","926.19","2017-01-14","2020-01-04","1085"
"563427","Tobias Faust","Male","Germany","Europe","3","50","12831.65","7962.15","916.55","2017-10-27","2019-03-02","491"
"564024","Ulrike Barth","Female","Germany","Europe","3","25","3894.28","2096.47","432.70","2018-12-08","2019-06-17","191"
"564321","Katharina Gerber","Female","Germany","Europe","2","23","6661.91","4252.84","1110.32","2018-09-08","2019-07-30","325"
"564341","Sabrina Seiler","Female","Germany","Europe","1","19","17977.56","9596.49","3595.51","2019-03-12","2019-03-12","0"
"564676","Juliane Propst","Female","Germany","Europe","4","25","9183.83","4958.62","1147.98","2019-02-04","2019-12-29","328"
"564709","Gabriele Moench","Female","Germany","Europe","4","14","2619.98","1524.70","436.66","2019-03-05","2019-12-19","289"
"564970","Eric Fuchs","Male","Germany","Europe","2","9","1336.06","808.93","334.02","2018-08-21","2019-12-19","485"
"565369","Markus Fuhrmann","Male","Germany","Europe","5","68","20956.24","11958.74","1164.24","2017-06-17","2020-11-19","1251"
"565489","Andrea Huber","Female","Germany","Europe","3","20","8270.64","4755.35","1181.52","2017-12-13","2019-07-26","590"
"565589","Andrea Luft","Female","Germany","Europe","1","14","4337.68","2276.98","867.54","2017-12-06","2017-12-06","0"
"565683","Andreas Kuster","Male","Germany","Europe","2","10","1352.84","666.00","338.21","2018-04-28","2020-01-08","620"
"565690","Mathias Wagner","Male","Germany","Europe","2","12","1609.58","797.25","402.40","2019-11-30","2020-01-22","53"
"565707","David Maurer","Male","Germany","Europe","3","23","1895.21","978.86","315.87","2019-01-07","2020-07-13","553"
"565776","Jessika Baum","Female","Germany","Europe","5","36","10019.40","5661.90","1113.27","2018-08-04","2020-01-24","538"
"565827","Frank Jaeger","Male","Germany","Europe","2","16","3800.24","2122.02","542.89","2017-12-14","2019-07-18","581"
"566172","Silke Weiß","Female","Germany","Europe","2","8","1261.20","776.50","315.30","2018-02-17","2018-02-19","2"
"566319","Ursula Ostermann","Female","Germany","Europe","2","12","2153.40","1055.52","1076.70","2017-12-02","2019-09-28","665"
"566465","Tanja Möller","Female","Germany","Europe","2","33","5839.18","3168.90","834.17","2018-12-21","2020-02-13","419"
"566538","Daniel Kirsch","Male","Germany","Europe","1","10","3685.60","2254.26","1228.53","2020-01-03","2020-01-03","0"
"566552","Jessica Freytag","Female","Germany","Europe","1","1","293.00","158.26","293.00","2019-02-20","2019-02-20","0"
"566856","Daniela Bumgarner","Female","Germany","Europe","1","3","687.95","361.59","229.32","2019-11-27","2019-11-27","0"
"567032","Jens Jaeger","Male","Germany","Europe","4","37","9944.39","6250.01","764.95","2019-09-25","2020-05-21","239"
"567059","Tobias Pfeifer","Male","Germany","Europe","3","12","3995.33","2613.08","570.76","2018-08-26","2020-12-19","846"
"567076","Kevin Frankfurter","Male","Germany","Europe","3","22","4822.90","3120.84","688.99","2017-12-30","2021-02-09","1137"
"567108","Franziska Lowe","Female","Germany","Europe","2","16","1068.41","523.71","356.14","2017-09-20","2017-11-04","45"
"567521","Marko Fruehauf","Male","Germany","Europe","3","35","7410.71","4059.76","823.41","2017-12-29","2019-08-21","600"
"567932","Marcel Dresner","Male","Germany","Europe","5","69","18069.61","10436.04","1129.35","2016-08-17","2020-09-18","1493"
"567953","Jessika Freytag","Female","Germany","Europe","1","6","1563.95","844.73","781.98","2019-12-15","2019-12-15","0"
"568043","Kathrin Burger","Female","Germany","Europe","1","4","26.10","13.70","13.05","2019-07-30","2019-07-30","0"
"568160","Angelika Meister","Female","Germany","Europe","2","22","3201.92","1768.66","533.65","2016-01-18","2019-01-28","1106"
"568333","Jürgen Amsel","Male","Germany","Europe","2","5","257.92","138.28","85.97","2018-05-17","2018-12-08","205"
"568959","Tom Schroder","Male","Germany","Europe","1","6","708.96","439.22","236.32","2019-10-07","2019-10-07","0"
"569079","Dennis Busch","Male","Germany","Europe","2","15","5753.00","2978.33","1438.25","2016-05-25","2020-01-02","1317"
"569256","Eric Reinhardt","Male","Germany","Europe","1","4","1164.00","706.36","582.00","2020-01-08","2020-01-08","0"
"569283","Christina Krüger","Female","Germany","Europe","1","13","3474.06","2295.95","1158.02","2019-01-05","2019-01-05","0"
"569695","Johanna Herzog","Female","Germany","Europe","1","2","1358.00","908.06","1358.00","2016-12-01","2016-12-01","0"
"569853","Robert Wulf","Male","Germany","Europe","2","15","26255.85","17528.97","8751.95","2018-02-27","2018-10-30","245"
"569989","Mario Friedman","Male","Germany","Europe","1","7","903.00","442.61","903.00","2019-06-03","2019-06-03","0"
"570046","Michael Lange","Male","Germany","Europe","2","13","3709.87","1997.57","1236.62","2018-12-29","2019-10-02","277"
"570146","Ulrich Barth","Male","Germany","Europe","1","4","1020.00","682.04","1020.00","2017-09-20","2017-09-20","0"
"570476","Jürgen Hofmann","Male","Germany","Europe","3","37","10606.91","5484.80","1060.69","2017-10-17","2018-12-21","430"
"570530","Jan Kaufmann","Male","Germany","Europe","2","15","2653.00","1363.10","663.25","2019-02-09","2019-02-12","3"
"570710","Dominik Diederich","Male","Germany","Europe","1","3","1199.97","648.15","1199.97","2017-01-04","2017-01-04","0"
"570797","Tobias Meister","Male","Germany","Europe","1","7","9093.00","6080.34","9093.00","2018-08-29","2018-08-29","0"
"570994","Jana Schmitz","Female","Germany","Europe","1","5","1074.00","692.71","358.00","2016-07-22","2016-07-22","0"
"571117","Kerstin Freeh","Female","Germany","Europe","1","16","8984.00","5196.54","2246.00","2019-11-18","2019-11-18","0"
"571187","Stephanie Schulze","Female","Germany","Europe","3","21","5992.86","3689.96","998.81","2018-11-09","2019-10-08","333"
"571339","Sven Hueber","Male","Germany","Europe","4","30","8201.41","4139.87","630.88","2018-11-01","2019-12-23","417"
"571454","Leon Egger","Male","Germany","Europe","2","8","1822.98","984.65","607.66","2018-06-16","2019-09-30","471"
"571622","Sven Schulze","Male","Germany","Europe","5","43","7062.52","4055.58","441.41","2016-01-04","2020-02-14","1502"
"571853","Sophie Papst","Female","Germany","Europe","2","4","1102.93","705.35","367.64","2019-12-23","2020-06-24","184"
"572163","Sarah Roth","Female","Germany","Europe","1","19","6437.55","3763.57","919.65","2017-07-22","2017-07-22","0"
"572339","Michael Schiffer","Male","Germany","Europe","1","5","1500.00","810.20","1500.00","2018-09-03","2018-09-03","0"
"572803","Maria Dresner","Female","Germany","Europe","1","12","1993.98","1037.67","664.66","2017-05-15","2017-05-15","0"
"572998","Jörg Hueber","Male","Germany","Europe","1","10","2794.94","1501.79","698.74","2019-08-24","2019-08-24","0"
"573465","Peter Bieber","Male","Germany","Europe","2","10","328.47","165.45","164.24","2016-05-04","2018-10-03","882"
"573969","Andreas Luft","Male","Germany","Europe","1","3","718.80","365.27","359.40","2017-06-29","2017-06-29","0"
"574056","Melanie Lehmann","Female","Germany","Europe","1","3","43.56","21.36","43.56","2019-12-05","2019-12-05","0"
"574104","Alexander Bader","Male","Germany","Europe","1","6","1001.94","491.13","500.97","2018-10-12","2018-10-12","0"
"574109","Sarah Lemann","Female","Germany","Europe","1","5","1665.79","889.26","416.45","2019-05-10","2019-05-10","0"
"574327","Jens Himmel","Male","Germany","Europe","10","63","16379.02","9240.93","744.50","2017-01-07","2020-01-13","1101"
"574408","Jan Herzog","Male","Germany","Europe","1","7","1757.00","948.99","1757.00","2016-12-06","2016-12-06","0"
"574445","Karin Thalberg","Female","Germany","Europe","2","27","4112.71","2180.21","685.45","2019-08-21","2019-12-18","119"
"574566","Paul Hertz","Male","Germany","Europe","4","28","3268.90","1733.72","363.21","2018-08-08","2020-07-07","699"
"574579","Uta Eberhart","Female","Germany","Europe","1","2","230.90","152.27","115.45","2017-03-03","2017-03-03","0"
"574956","Paul Keller","Male","Germany","Europe","1","5","99.56","60.85","49.78","2016-02-18","2016-02-18","0"
"574975","Monika Fried","Female","Germany","Europe","2","7","1390.55","922.24","463.52","2016-12-10","2018-11-27","717"
"575184","Susanne Muench","Female","Germany","Europe","2","13","966.73","530.22","193.35","2018-06-29","2020-03-10","620"
"575230","Sabine Gersten","Female","Germany","Europe","1","7","2377.40","1203.22","1188.70","2020-10-24","2020-10-24","0"
"575362","Jens Cole","Male","Germany","Europe","2","20","5730.68","2999.20","955.11","2017-02-23","2017-12-04","284"
"575507","Vanessa Ebersbacher","Female","Germany","Europe","4","18","2160.37","1123.46","270.05","2018-11-24","2020-12-19","756"
"576875","Juliane Hahn","Female","Germany","Europe","5","43","11113.91","6259.71","926.16","2016-06-04","2020-12-17","1657"
"576913","Klaus Herzog","Male","Germany","Europe","1","4","13.40","6.56","13.40","2019-01-07","2019-01-07","0"
"577141","Dominik Hoffmann","Male","Germany","Europe","3","13","668.57","367.97","167.14","2019-02-18","2019-08-06","169"
"577143","Tanja Meier","Female","Germany","Europe","4","28","12945.83","8330.62","1438.43","2018-02-22","2019-11-20","636"
"577183","Wolfgang Abt","Male","Germany","Europe","1","8","513.09","265.95","171.03","2018-10-17","2018-10-17","0"
"577201","Antje Köhler","Female","Germany","Europe","3","18","1553.63","835.31","258.94","2020-06-11","2021-02-18","252"
"577280","Maximilian Gerste","Male","Germany","Europe","2","6","2396.97","1294.71","1198.49","2018-12-15","2019-12-28","378"
"577367","Brigitte Gottlieb","Female","Germany","Europe","2","5","3770.00","2225.90","942.50","2018-12-01","2019-06-03","184"
"578075","Julia Winkel","Female","Germany","Europe","1","5","1313.61","861.50","437.87","2016-07-13","2016-07-13","0"
"578407","Nadine Schiffer","Female","Germany","Europe","4","32","14473.68","7715.13","1608.19","2018-06-04","2021-02-06","978"
"578608","Sven Pabst","Male","Germany","Europe","1","5","1258.96","617.12","629.48","2019-08-01","2019-08-01","0"
"578764","Franziska Eggers","Female","Germany","Europe","4","35","11651.20","6698.52","1059.20","2018-06-26","2020-10-09","836"
"578888","Sebastian Baier","Male","Germany","Europe","3","12","1536.99","916.44","384.25","2017-07-31","2018-06-05","309"
"579037","Jonas Weissmuller","Male","Germany","Europe","3","17","6492.67","3662.77","927.52","2018-06-16","2018-12-26","193"
"579165","Sophia Daecher","Female","Germany","Europe","4","34","10578.63","5377.14","1175.40","2017-09-21","2019-12-18","818"
"579195","Christine Daecher","Female","Germany","Europe","4","22","3719.12","2029.92","619.85","2019-08-10","2019-11-30","112"
"579293","Sabine Kortig","Female","Germany","Europe","2","6","71.64","44.16","35.82","2018-02-05","2019-06-28","508"
"579330","Christin Fenstermacher","Female","Germany","Europe","4","31","3785.37","2040.82","473.17","2018-02-10","2020-12-29","1053"
"579463","Steffen Eberhardt","Male","Germany","Europe","1","4","484.00","261.44","484.00","2019-10-17","2019-10-17","0"
"579567","Uta Nadel","Female","Germany","Europe","4","22","5134.83","2999.94","641.85","2017-04-29","2020-11-26","1307"
"579674","Dieter König","Male","Germany","Europe","1","4","452.85","229.16","226.43","2018-02-20","2018-02-20","0"
"579757","Michelle Hahn","Female","Germany","Europe","2","14","7568.36","4926.72","1261.39","2019-02-27","2020-12-30","672"
"579875","Lucas Koenig","Male","Germany","Europe","2","13","1963.51","1060.58","392.70","2018-09-20","2020-05-05","593"
"579994","Martina Foerster","Female","Germany","Europe","5","50","14321.98","7749.45","1101.69","2016-10-01","2020-10-22","1482"
"580026","Maximilian Meyer","Male","Germany","Europe","2","11","3970.98","2454.64","1323.66","2018-08-30","2018-10-24","55"
"580116","Marie Schultz","Female","Germany","Europe","2","4","2543.95","1360.58","1271.98","2019-06-15","2020-05-01","321"
"580291","Paul Bach","Male","Germany","Europe","3","18","4261.85","2301.98","852.37","2019-04-29","2020-02-05","282"
"580536","Katja Meyer","Female","Germany","Europe","1","7","1260.92","677.92","420.31","2020-01-16","2020-01-16","0"
"580600","Uwe Werfel","Male","Germany","Europe","1","4","112.00","54.88","112.00","2020-02-19","2020-02-19","0"
"580710","Paul Metzger","Male","Germany","Europe","4","12","2821.00","1657.05","564.20","2016-09-23","2019-12-31","1194"
"580881","Eric Lehmann","Male","Germany","Europe","3","11","882.19","475.21","176.44","2017-02-20","2019-11-12","995"
"581047","Michelle Osterhagen","Female","Germany","Europe","3","26","7534.62","4146.80","941.83","2019-02-20","2020-06-06","472"
"581252","Kevin Schmitt","Male","Germany","Europe","1","12","1392.91","894.13","348.23","2019-12-26","2019-12-26","0"
"581404","Franziska Fischer","Female","Germany","Europe","3","22","5357.95","3257.70","765.42","2018-09-25","2019-03-15","171"
"581757","Michelle Krüger","Female","Germany","Europe","2","20","11419.13","7503.90","2283.83","2018-02-16","2020-03-02","745"
"581789","Patrick Sankt","Male","Germany","Europe","3","20","7591.45","4882.45","1518.29","2018-08-26","2018-12-22","118"
"581812","David Dietrich","Male","Germany","Europe","1","10","1971.86","1282.50","657.29","2016-02-13","2016-02-13","0"
"581940","Stephanie Ritter","Female","Germany","Europe","1","11","6482.00","3955.43","2160.67","2017-07-12","2017-07-12","0"
"582375","Thorsten Bürger","Male","Germany","Europe","2","38","8650.70","4842.42","1081.34","2018-11-01","2019-06-10","221"
"582423","Niklas Kuefer","Male","Germany","Europe","2","18","2766.42","1602.62","307.38","2017-02-04","2019-12-06","1035"
"582819","Marko Burger","Male","Germany","Europe","1","4","424.97","213.04","212.49","2016-02-09","2016-02-09","0"
"582917","Sarah Bosch","Female","Germany","Europe","2","20","2723.38","1784.65","680.85","2018-02-15","2019-12-13","666"
"582975","Kathrin Dietrich","Female","Germany","Europe","2","17","2314.20","1465.36","578.55","2017-01-06","2019-10-15","1012"
"583424","Ute Winkel","Female","Germany","Europe","1","6","654.00","320.58","654.00","2019-05-23","2019-05-23","0"
"583886","Daniel Faerber","Male","Germany","Europe","1","14","13678.92","8965.25","2735.78","2018-05-31","2018-05-31","0"
"584064","Philipp Abt","Male","Germany","Europe","1","6","632.00","339.79","316.00","2018-01-13","2018-01-13","0"
"584095","Markus Duerr","Male","Germany","Europe","3","24","4883.38","2526.47","610.42","2016-01-05","2019-10-08","1372"
"584186","Gabriele König","Female","Germany","Europe","1","11","3993.99","2492.24","1331.33","2018-12-06","2018-12-06","0"
"584350","Kathrin Maurer","Female","Germany","Europe","1","19","3107.90","1743.85","443.99","2018-10-31","2018-10-31","0"
"584429","Andreas Hoch","Male","Germany","Europe","1","4","436.00","291.56","436.00","2019-12-26","2019-12-26","0"
"584463","Sandra Köhler","Female","Germany","Europe","2","13","8076.00","4355.72","2019.00","2017-08-05","2018-08-04","364"
"584719","Sophie Hartmann","Female","Germany","Europe","2","9","2278.55","1122.82","759.52","2020-02-19","2020-02-27","8"
"584796","Yvonne Fruehauf","Female","Germany","Europe","1","2","17.98","9.72","17.98","2018-09-03","2018-09-03","0"
"584827","Mathias Brandt","Male","Germany","Europe","2","30","24359.26","15475.54","4871.85","2018-03-08","2018-11-26","263"
"584863","Stephan Schulz","Male","Germany","Europe","2","9","2049.00","1106.70","1024.50","2017-02-24","2018-09-19","572"
"584893","Tobias Wagner","Male","Germany","Europe","1","1","129.00","63.23","129.00","2019-05-12","2019-05-12","0"
"584901","Kristian Amsel","Male","Germany","Europe","2","14","2804.80","1662.16","701.20","2017-09-09","2019-09-11","732"
"585202","Martin Moeller","Male","Germany","Europe","1","4","460.00","248.48","460.00","2019-01-22","2019-01-22","0"
"585492","Paul Gloeckner","Male","Germany","Europe","2","9","5557.89","3643.48","1852.63","2019-07-09","2019-11-16","130"
"585500","Doreen Richter","Female","Germany","Europe","2","12","3160.91","1916.35","526.82","2019-02-22","2019-11-09","260"
"585505","Tobias Diederich","Male","Germany","Europe","1","5","89.95","48.60","89.95","2020-03-03","2020-03-03","0"
"585598","Marina Lehrer","Female","Germany","Europe","3","13","5441.88","2931.38","1088.38","2017-12-10","2018-10-20","314"
"585610","Christine Köhler","Female","Germany","Europe","3","13","3507.66","2200.81","701.53","2017-09-05","2018-07-07","305"
"585968","Ulrike Braun","Female","Germany","Europe","2","19","3740.56","2297.90","534.37","2017-05-02","2019-06-26","785"
"586005","Florian Freud","Male","Germany","Europe","1","18","1725.24","931.88","287.54","2019-07-25","2019-07-25","0"
"586087","Susanne Amsel","Female","Germany","Europe","2","15","5139.33","2635.83","734.19","2016-09-10","2020-08-20","1440"
"586218","Ursula Fink","Female","Germany","Europe","4","43","9774.25","5688.00","977.43","2019-08-19","2020-10-08","416"
"586442","Jonas Sanger","Male","Germany","Europe","1","10","4270.97","2749.52","1423.66","2017-02-16","2017-02-16","0"
"586687","Leonie Pfeiffer","Female","Germany","Europe","5","50","11941.31","6725.28","918.56","2016-12-27","2019-06-06","891"
"587457","Lisa Hoch","Female","Germany","Europe","1","13","2777.10","1400.35","925.70","2018-12-18","2018-12-18","0"
"587501","Lucas Schwartz","Male","Germany","Europe","1","3","38.97","19.11","38.97","2019-05-11","2019-05-11","0"
"587649","Kristin Oster","Female","Germany","Europe","3","28","33229.48","21667.75","4747.07","2016-02-16","2020-07-16","1612"
"587703","Kevin Gaertner","Male","Germany","Europe","1","15","5838.34","3115.90","1167.67","2017-02-25","2017-02-25","0"
"587974","Julia Wurfel","Female","Germany","Europe","1","1","3.35","1.64","3.35","2020-04-24","2020-04-24","0"
"588045","Andrea Schultheiss","Female","Germany","Europe","3","15","3161.84","1706.34","451.69","2019-10-15","2020-07-10","269"
"588090","Christine Holtzmann","Female","Germany","Europe","1","19","4248.90","2117.65","1416.30","2018-07-24","2018-07-24","0"
"588122","Daniel Schroder","Male","Germany","Europe","1","21","3725.83","2101.31","532.26","2019-12-26","2019-12-26","0"
"588221","David Kuhn","Male","Germany","Europe","5","39","11033.38","6091.99","649.02","2017-09-04","2020-05-07","976"
"588584","Lena Oster","Female","Germany","Europe","1","3","1800.00","972.24","1800.00","2019-02-16","2019-02-16","0"
"588654","Jan Eichel","Male","Germany","Europe","3","28","4002.13","2058.68","444.68","2018-01-02","2020-06-18","898"
"588748","Johanna Freud","Female","Germany","Europe","1","13","3503.91","2047.63","875.98","2016-12-05","2016-12-05","0"
"589882","Uwe Kluge","Male","Germany","Europe","1","4","919.60","450.76","919.60","2020-08-04","2020-08-04","0"
"589984","Tom Koertig","Male","Germany","Europe","2","17","8412.00","4762.72","2804.00","2018-02-28","2019-11-02","612"
"590232","Phillipp Furst","Male","Germany","Europe","1","16","6427.80","3775.64","918.26","2018-08-09","2018-08-09","0"
"590386","Tom Schiffer","Male","Germany","Europe","1","12","1032.43","591.79","172.07","2020-12-28","2020-12-28","0"
"590749","Karin Berg","Female","Germany","Europe","1","13","1313.39","769.80","328.35","2020-07-22","2020-07-22","0"
"590793","Angelika Freytag","Female","Germany","Europe","1","6","2765.90","1722.52","691.48","2019-09-12","2019-09-12","0"
"590930","Ursula König","Female","Germany","Europe","3","18","4064.87","2170.79","812.97","2019-11-25","2021-01-06","408"
"590943","Jessika Diederich","Female","Germany","Europe","1","9","2657.69","1362.56","885.90","2019-02-25","2019-02-25","0"
"590960","Stephan Bohm","Male","Germany","Europe","6","45","8050.82","4541.56","536.72","2017-10-05","2020-02-03","851"
"591028","Manuela Burger","Female","Germany","Europe","1","6","11749.60","7710.44","5874.80","2016-02-20","2016-02-20","0"
"591240","Ines Frueh","Female","Germany","Europe","4","36","14634.26","8426.07","1219.52","2016-12-19","2020-10-27","1408"
"591374","Wolfgang Unger","Male","Germany","Europe","3","17","4625.24","2608.53","925.05","2017-02-16","2018-02-26","375"
"591678","Klaus Furst","Male","Germany","Europe","3","22","4630.87","2383.53","926.17","2018-12-05","2019-12-17","377"
"592147","Martin Hartmann","Male","Germany","Europe","4","54","21480.40","12675.94","1342.53","2016-12-31","2020-01-18","1113"
"593068","Ute Kruger","Female","Germany","Europe","1","3","373.98","202.01","186.99","2019-03-14","2019-03-14","0"
"593404","Bernd Kortig","Male","Germany","Europe","2","8","7084.00","4657.24","2361.33","2018-11-06","2019-11-27","386"
"593774","Luca Holtzmann","Male","Germany","Europe","1","3","293.97","158.78","146.99","2019-09-18","2019-09-18","0"
"593904","Petra Schiffer","Female","Germany","Europe","3","24","5301.17","2926.80","662.65","2017-02-17","2020-02-21","1099"
"594060","Petra Fassbinder","Female","Germany","Europe","1","7","497.39","295.57","165.80","2020-11-25","2020-11-25","0"
"594127","Paul Schuhmacher","Male","Germany","Europe","2","14","7891.97","4551.69","1578.39","2019-12-04","2019-12-22","18"
"594401","Monika Schuhmacher","Female","Germany","Europe","1","6","1255.75","678.27","627.88","2019-11-20","2019-11-20","0"
"594507","Tanja Neustadt","Female","Germany","Europe","2","4","1638.97","1089.00","819.49","2018-05-03","2019-10-31","546"
"594570","René Biermann","Male","Germany","Europe","1","5","8078.95","5308.29","2692.98","2019-02-16","2019-02-16","0"
"594645","Lucas Drescher","Male","Germany","Europe","2","18","4792.89","2686.43","958.58","2020-01-07","2020-05-07","121"
"594796","Manuela Nussbaum","Female","Germany","Europe","2","10","798.76","420.77","199.69","2016-12-17","2019-07-19","944"
"594800","Andrea Zweig","Female","Germany","Europe","3","40","3120.66","1752.12","283.70","2018-06-16","2019-02-25","254"
"595017","Silke Pfaff","Female","Germany","Europe","1","4","536.00","289.52","536.00","2019-06-26","2019-06-26","0"
"595267","Katrin Fuerst","Female","Germany","Europe","2","12","1138.95","558.32","379.65","2018-03-02","2018-10-18","230"
"595271","Vanessa Kruger","Female","Germany","Europe","3","16","3026.64","1615.48","432.38","2017-10-04","2019-09-30","726"
"595540","Mathias Muller","Male","Germany","Europe","3","48","11192.23","6026.17","932.69","2017-12-30","2019-07-20","567"
"595856","Mandy Friedmann","Female","Germany","Europe","1","7","707.58","379.80","235.86","2018-12-21","2018-12-21","0"
"595971","Manuela Frankfurter","Female","Germany","Europe","1","3","615.99","327.71","308.00","2019-01-14","2019-01-14","0"
"596106","Sebastian Schweitzer","Male","Germany","Europe","2","20","7286.93","4621.41","1214.49","2019-10-26","2019-11-27","32"
"596325","Silke Egger","Female","Germany","Europe","1","7","1443.12","779.08","360.78","2018-08-23","2018-08-23","0"
"596422","Ralf Wexler","Male","Germany","Europe","2","9","1287.55","695.45","643.78","2019-09-07","2020-01-01","116"
"596705","Martin Weisz","Male","Germany","Europe","3","14","4078.68","2370.51","815.74","2018-09-12","2019-12-06","450"
"596820","Marco Nadel","Male","Germany","Europe","1","6","1078.00","566.00","539.00","2017-12-25","2017-12-25","0"
"597051","Sven Gruenewald","Male","Germany","Europe","1","20","5028.96","2945.65","1257.24","2018-12-06","2018-12-06","0"
"597262","Petra Kuster","Female","Germany","Europe","3","45","11260.43","6372.43","1407.55","2018-11-19","2020-06-13","572"
"598323","Mike Nadel","Male","Germany","Europe","5","55","20180.53","12120.92","1009.03","2016-06-03","2019-12-30","1305"
"598454","Kevin Hertz","Male","Germany","Europe","3","14","1100.82","608.84","220.16","2018-02-24","2021-01-02","1043"
"598482","Lena Gerber","Female","Germany","Europe","2","17","4278.27","2189.39","713.05","2019-08-06","2020-02-15","193"
"598788","Mathias Winkel","Male","Germany","Europe","1","12","1666.58","1033.86","416.65","2019-11-26","2019-11-26","0"
"599044","Christina Zimmermann","Female","Germany","Europe","4","51","15112.91","8567.87","1259.41","2017-09-06","2019-06-15","647"
"599105","Anna Duerr","Female","Germany","Europe","3","31","4329.31","2552.23","432.93","2017-07-15","2018-09-13","425"
"599141","Luca Maier","Male","Germany","Europe","3","24","12134.05","6536.28","1348.23","2018-02-19","2019-02-18","364"
"599203","Tobias Kastner","Male","Germany","Europe","1","9","435.80","213.64","217.90","2019-11-13","2019-11-13","0"
"599339","Max Bosch","Male","Germany","Europe","1","9","1109.95","592.06","554.98","2016-12-23","2016-12-23","0"
"599433","Maik Schiffer","Male","Germany","Europe","2","20","4954.76","3078.34","707.82","2018-10-25","2019-06-10","228"
"599656","Lucas Reinhard","Male","Germany","Europe","4","20","4089.32","2174.38","454.37","2018-01-19","2020-05-22","854"
"599823","Anke Gruenewald","Female","Germany","Europe","2","19","4358.94","2196.56","1089.74","2016-07-06","2019-01-24","932"
"600354","Cher Barrientos","Female","France","Europe","1","10","3000.00","1620.40","3000.00","2017-10-19","2017-10-19","0"
"600524","Garland Batard","Male","France","Europe","2","20","3939.60","2419.83","562.80","2016-09-16","2019-11-21","1161"
"600597","Gallia Édouard","Female","France","Europe","1","10","1019.92","550.91","339.97","2020-06-20","2020-06-20","0"
"600979","Solaine Goudreau","Female","France","Europe","1","3","454.89","304.17","227.45","2020-11-17","2020-11-17","0"
"601099","Beltane Duperré","Male","France","Europe","2","16","6819.62","3686.76","1136.60","2016-05-27","2016-08-25","90"
"601173","Clovis Fongemie","Male","France","Europe","1","2","340.00","166.66","340.00","2017-01-05","2017-01-05","0"
"601654","Clementine Tremblay","Female","France","Europe","1","12","7517.85","4943.95","1879.46","2019-09-23","2019-09-23","0"
"601806","Parnella Reault","Female","France","Europe","2","12","2445.59","1391.92","611.40","2019-01-26","2020-11-07","651"
"601837","Théophile Aucoin","Male","France","Europe","2","25","4641.89","2748.06","928.38","2018-09-22","2019-06-07","258"
"601921","Josephe Primeau","Female","France","Europe","1","7","483.00","236.74","483.00","2019-10-14","2019-10-14","0"
"602239","Etoile Lapresse","Female","France","Europe","1","9","1777.00","1029.89","888.50","2019-11-13","2019-11-13","0"
"602244","Russell Neufville","Male","France","Europe","2","25","2795.91","1748.67","559.18","2019-03-01","2020-05-23","449"
"602720","Carine Sirois","Female","France","Europe","2","12","6479.83","3483.54","1619.96","2016-01-29","2019-07-05","1253"
"603634","Dielle Chaussée","Female","France","Europe","2","17","2339.91","1263.92","779.97","2019-12-28","2020-10-10","287"
"604415","Namo Monty","Male","France","Europe","2","9","1175.88","576.37","391.96","2017-02-16","2019-01-19","702"
"604553","Philip Sanschagrin","Male","France","Europe","2","19","1505.24","921.47","215.03","2017-06-08","2020-01-01","937"
"604733","Odo Chastain","Male","France","Europe","1","2","17.98","9.72","17.98","2018-01-19","2018-01-19","0"
"605306","Brunella Rivard","Female","France","Europe","2","11","3613.97","2063.89","1806.99","2017-12-07","2019-10-14","676"
"605471","Robert Ruest","Male","France","Europe","1","10","2053.00","1341.23","1026.50","2018-05-22","2018-05-22","0"
"605532","Christian Savard","Male","France","Europe","1","2","175.99","86.27","88.00","2019-02-16","2019-02-16","0"
"605605","Paien Abril","Male","France","Europe","1","9","2464.96","1331.40","1232.48","2019-06-19","2019-06-19","0"
"605797","Hortense Bordeleau","Female","France","Europe","2","7","1897.83","1024.40","474.46","2018-08-25","2019-05-30","278"
"606402","Esperanza Labrie","Female","France","Europe","1","7","859.56","464.28","429.78","2020-07-30","2020-07-30","0"
"606749","Brice Fontaine","Female","France","Europe","1","8","2779.00","1501.04","926.33","2020-05-23","2020-05-23","0"
"606808","Marlon Pellerin","Male","France","Europe","1","14","1741.97","1010.92","580.66","2016-02-04","2016-02-04","0"
"607356","Fanette Michaud","Female","France","Europe","5","26","3980.96","2329.80","398.10","2016-01-02","2019-11-16","1414"
"607598","Bevis Langelier","Male","France","Europe","5","14","5377.92","2903.39","1075.58","2019-01-24","2020-10-08","623"
"607615","Catherine Robert","Female","France","Europe","1","6","121.96","59.76","60.98","2019-07-18","2019-07-18","0"
